Malicious,srcIP,destIP,destPt,protocol,startTime,flowct,mean_dest_bytes,stdev_dest_bytes,mean_dest_pkts,stdev_dest_pkts,mean_duration,stdev_duration,mean_intvl,stdev_intvl,mean_src_bytes,stdev_src_bytes,mean_src_pkts,stdev_src_pkts,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
1,10.0.2.107,176.9.25.138,80,tcp,403.224036,20,12766.3,20.06313435,14,0,86.3654968,36.94519421,5312.553212,5404.419608,395.85,68.05086162,9.05,0.105720316,20,0,20,0,0,0,0,20,20,0,20,0,20,20,20,0,0,0,0,0
1,10.0.2.107,85.88.16.179,80,tcp,401.213779,19,577.5263158,95.17901688,4.263157895,0.500532992,99.599414,44.77155272,5075.020121,5238.972365,403.7894737,114.8496385,6.210526316,0.381479026,19,0,19,0,0,0,0,19,19,0,19,0,19,19,19,0,0,0,0,0
1,10.0.2.107,144.76.202.248,25,tcp,418.287951,1,58,0,3,0,0.000787,0,0,0,32,0,4,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
1,10.0.2.107,144.76.202.248,443,tcp,418.289029,9599,0,0,0,0,1.499984507,1.499324708,11.12616761,12.42916477,0,0,1.499947911,0.4997281,0,0,0,0,0,0,0,0,9599,0,0,0,0,0,0,0,0,0,0,0
1,10.0.2.107,77.72.145.41,25,tcp,414.361403,36,54.77777778,5.471323249,4.722222222,0.471665797,5.369081944,0.439219163,2910.448099,3656.959802,967.1111111,96.59715528,5,0.467585871,34,0,34,34,0,0,0,0,36,0,34,0,34,34,34,0,0,0,0,0
1,10.0.2.107,182.48.25.236,25,tcp,414.981341,20,58,0,5,0,5.9148108,0.489116324,5405.665606,5105.133913,1024,0,5.2,0.313755529,20,0,20,20,0,0,0,0,20,0,20,0,20,20,20,0,0,0,0,0
1,10.0.2.107,208.97.168.178,80,tcp,420.522594,21,532,0,5.285714286,0.370869694,0.361027333,0.008231697,4632.735982,6738.066616,380.1428571,52.85682821,5,0,21,0,21,21,0,0,0,0,21,0,21,0,21,21,21,0,0,0,0,0
1,10.0.2.107,89.161.155.19,25,tcp,414.683363,36,58.80555556,0.783179012,5.027777778,0.027006173,5.757906639,0.330460828,3016.238093,5434.325596,1024,0,5.138888889,0.213602415,36,0,36,36,0,0,0,0,36,0,36,0,36,36,36,0,0,0,0,0
1,10.0.2.107,184.168.134.37,25,tcp,414.68361,39,58,0,5.025641026,0.079150676,5.773170513,0.406807877,2754.106695,3336.100541,1024,0,5.282051282,0.388237302,39,0,39,39,0,0,0,0,39,0,39,0,39,39,39,0,0,0,0,0
1,10.0.2.107,65.254.228.100,25,tcp,415.643157,28,58,0,5,0,5.662106464,0.19090356,3859.056654,4759.781203,1024,0,5.214285714,0.213919643,28,0,28,28,0,0,0,0,28,0,28,0,28,28,28,0,0,0,0,0
1,10.0.2.107,88.208.211.234,25,tcp,415.274289,36,58.80555556,1.662483613,5.027777778,0.057327021,5.711562556,0.316359704,3027.051713,3013.324413,1024,0,5.25,0.330671907,36,0,36,36,0,0,0,0,36,0,36,0,36,36,36,0,0,0,0,0
1,10.0.2.107,77.72.145.41,80,tcp,420.846488,22,12478,26.2322663,12,0,0.689422318,0.414220592,4687.574446,6307.436713,442.8636364,47.38296973,7.318181818,0.362157862,22,0,22,22,0,0,0,0,22,0,22,0,22,22,22,0,0,0,0,0
1,10.0.2.107,116.0.19.79,80,tcp,420.70279,21,379,0,5,0,0.982202524,0.25038968,5132.980161,4650.97949,415.0952381,54.51359806,5,0,21,0,21,21,0,0,0,0,21,0,21,0,21,21,21,0,0,0,0,0
1,10.0.2.107,184.154.173.170,25,tcp,414.684227,43,55.30232558,5.204862472,4.76744186,0.448695041,5.489439326,0.427467927,2512.413226,3030.188847,976.372093,91.89274433,5.023255814,0.399857401,41,0,41,41,0,0,0,0,43,0,41,0,41,41,41,0,0,0,0,0
1,10.0.2.107,210.128.29.60,80,tcp,416.115284,21,1427.857143,131.5751693,4.095238095,0.193208766,70.4698119,37.54020381,5244.754381,6918.650042,400.6190476,66.60662541,6.095238095,0.193208766,21,0,21,0,0,0,0,21,21,0,21,0,21,21,21,0,0,0,0,0
1,10.0.2.107,208.113.218.83,25,tcp,415.714258,30,58,0,5,0,5.647166967,0.221231823,3522.854502,3748.900545,1024,0,5.166666667,0.266780899,30,0,30,30,0,0,0,0,30,0,30,0,30,30,30,0,0,0,0,0
1,10.0.2.107,91.201.60.18,80,tcp,416.806864,22,18949,0,18.09090909,0.188757193,87.87985018,47.80244705,4703.423977,4809.547113,415.8181818,60.38398434,11.09090909,0.188757193,22,0,22,1,0,0,0,21,22,0,22,0,22,22,22,0,0,0,0,0
1,10.0.2.107,67.227.162.196,80,tcp,422.646031,21,442,0,5,0,0.342066857,0.119821652,4975.887169,4382.439832,381.1904762,55.29912805,5,0,21,0,21,21,0,0,0,0,21,0,21,0,21,21,21,0,0,0,0,0
1,10.0.2.107,77.93.220.207,80,tcp,421.023258,19,620,0,4,0,87.75098521,42.90970457,5894.209492,5575.860905,389.3157895,58.99431244,6,0,19,0,19,0,0,0,0,19,19,0,19,0,19,19,19,0,0,0,0,0
1,10.0.2.107,204.197.252.3,80,tcp,414.955996,18,501.3333333,27.69948257,4.111111111,0.116875454,90.29834783,46.45274682,5689.517914,5161.757789,418.6666667,77.35716224,6.111111111,0.116875454,18,0,18,0,0,0,0,18,18,0,18,0,18,18,18,0,0,0,0,0
1,10.0.2.107,203.25.227.38,80,tcp,414.092077,20,632.05,31.4646345,4.1,0.104707602,66.58328585,31.79168411,4944.397356,4053.153557,411.45,74.89697269,6.1,0.104707602,20,0,20,0,0,0,0,20,20,0,20,0,20,20,20,0,0,0,0,0
1,10.0.2.107,216.119.133.2,80,tcp,412.209313,19,11846.36842,2871.702621,14.68421053,3.194601037,95.02197,41.93262923,5130.316934,5388.064578,415.2631579,100.8729833,9.684210526,1.46627145,19,0,19,0,0,0,0,19,19,0,19,0,19,19,19,0,0,0,0,0
1,10.0.2.107,208.115.226.35,80,tcp,411.008616,28,29045.53571,68.39760653,31.14285714,1.089746778,84.30976811,46.45031346,3919.217237,4014.509551,412.3571429,52.4217278,14.85714286,0.700958876,28,0,28,0,0,0,0,28,28,0,28,0,28,28,28,0,0,0,0,0
1,10.0.2.107,118.82.107.47,80,tcp,400.934491,20,219,0,4.9,0.159516029,88.8160905,34.8296881,5416.082076,4868.453824,380.25,56.4520563,6.05,0.129886983,20,0,20,0,0,0,0,20,20,0,20,0,20,20,20,0,0,0,0,0
1,10.0.2.107,198.41.0.4,53,udp,418.288227,1,509,0,1,0,0.020639,0,0,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,10.0.2.107,202.12.27.33,53,udp,418.32129,2,378.5,22.25,1,0,0.292099,0.0013635,2.310147,0,20.5,0.25,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,10.0.2.107,103.9.101.141,25,tcp,415.713911,36,58.80555556,0.923358979,5.027777778,0.031839965,6.065354611,0.667349995,2875.606847,2857.012535,1024,0,5.305555556,0.380564156,36,0,36,36,0,0,0,0,36,0,36,0,36,36,36,0,0,0,0,0
1,10.0.2.107,192.203.230.10,53,udp,418.610952,2,334,0,1,0,0.0153575,8.08E-05,43216.9817,0,20,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,10.0.2.107,50.28.73.8,25,tcp,414.683973,30,58,0,5.033333333,0.094277349,5.712470633,0.379147149,3520.55665,3392.784366,1024,0,5.166666667,0.259965807,30,0,30,30,0,0,0,0,30,0,30,0,30,30,30,0,0,0,0,0
1,10.0.2.107,85.88.16.179,25,tcp,415.714432,33,58,0,5,0,5.70793203,0.366119781,3292.048923,4305.872799,1024,0,5.151515152,0.282464372,33,0,33,33,0,0,0,0,33,0,33,0,33,33,33,0,0,0,0,0
1,10.0.2.107,192.36.148.17,53,udp,420.580714,1,509,0,1,0,0.029792,0,0,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,10.0.2.107,192.33.4.12,53,udp,420.610837,2,423,0,1,0,0.020355,9.20E-05,86457.83039,0,21,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,10.0.2.107,74.208.205.203,25,tcp,420.280553,23,58,0,5,0,5.752465435,0.412678785,4684.81734,4601.189493,1024,0,5.217391304,0.278729135,23,0,23,23,0,0,0,0,23,0,23,0,23,23,23,0,0,0,0,0
1,10.0.2.107,72.29.94.226,80,tcp,424.527361,17,12291,0,13.94117647,0.927900636,0.371735882,0.168596813,6280.996299,6594.306112,399.4117647,44.76026889,8.882352941,0.474566005,17,0,17,17,0,0,0,0,17,0,17,0,17,17,17,0,0,0,0,0
1,10.0.2.107,108.174.151.250,25,tcp,421.191878,25,56.84,4.568260293,4.88,0.388977474,5.51292196,0.222755588,3875.56104,4925.552367,983.04,73.19510728,5.12,0.433966938,24,0,24,24,0,0,0,0,24,0,24,0,24,24,24,0,0,0,0,0
1,10.0.2.107,94.236.109.3,25,tcp,421.462067,30,56.06666667,7.479933735,4.733333333,0.597181476,5.3255154,0.506171327,3655.492056,5126.188221,955.7333333,115.798264,4.966666667,0.526640577,28,0,28,28,0,0,0,0,30,0,28,0,28,28,28,0,0,0,0,0
1,10.0.2.107,72.232.240.218,25,tcp,420.900918,18,54.77777778,3.989276238,4.944444444,0.068780625,5.571614889,0.387143931,5958.065871,6713.132046,1024,0,5.166666667,0.252785377,18,0,18,18,0,0,0,0,18,0,18,0,17,18,18,0,0,0,0,0
1,10.0.2.107,122.152.128.100,25,tcp,421.192239,34,54.58823529,4.235427753,4.705882353,0.451269207,5.324339382,0.346590789,3062.543459,3460.818753,963.7647059,74.77720723,4.911764706,0.369058383,32,0,32,32,0,0,0,2,34,0,32,0,32,31,32,0,0,1,0,0
1,10.0.2.107,91.121.83.71,25,tcp,421.562636,21,59.38095238,1.377664399,5.095238095,0.102765814,5.615248857,0.121351661,4835.083385,6793.195202,1024,0,5.19047619,0.194548737,21,0,21,21,0,0,0,1,21,0,21,0,21,21,21,0,0,1,0,0
1,10.0.2.107,184.107.73.11,25,tcp,421.603117,33,58.87878788,1.050957338,5.03030303,0.036239908,5.567714545,0.109728706,3329.139432,3481.770572,1024,0,5.090909091,0.115281132,33,0,33,33,0,0,0,0,33,0,33,0,33,33,33,0,0,0,0,0
1,10.0.2.107,213.186.33.87,25,tcp,421.632603,38,58.76315789,0.762615108,5.026315789,0.026297073,5.677329974,0.195965824,2853.157614,4050.94794,1024,0,5.236842105,0.307839376,38,0,38,38,0,0,0,0,38,0,38,0,38,38,38,0,0,0,0,0
1,10.0.2.107,67.227.150.235,25,tcp,421.102718,34,52.02941176,10.40952024,4.470588235,0.877726673,5.287355765,0.820506274,3128.512109,4902.286615,903.5294118,163.6646144,4.794117647,0.716908057,30,0,30,30,0,0,0,0,32,0,30,0,30,30,30,0,0,0,0,0
1,10.0.2.107,184.107.73.11,80,tcp,422.045667,19,20801.94737,109.2351756,23.42105263,0.746124116,90.58658958,33.07826609,5736.279673,5063.606629,396.8421053,61.22608873,11.94736842,0.480910729,19,0,19,0,0,0,0,19,19,0,19,0,19,19,19,0,0,0,0,0
1,10.0.2.107,208.86.249.249,25,tcp,422.744138,30,58,0,5,0,5.681632167,0.196445438,3513.652594,5521.420517,1024,0,5.233333333,0.286989119,30,0,30,30,0,0,0,0,30,0,30,0,30,30,30,0,0,0,0,0
1,10.0.2.107,64.208.104.62,25,tcp,423.307472,35,58,0,5,0,5.643599343,0.161362418,3090.511062,5465.837834,1024,0,5.228571429,0.286897724,35,0,35,35,0,0,0,0,35,0,35,0,35,35,35,0,0,0,0,0
1,10.0.2.107,72.29.66.59,80,tcp,421.652703,21,485,0,4,0,69.92092514,40.81261186,5293.673237,4692.938616,407,57.84980085,6,0,21,0,21,0,0,0,0,21,21,0,21,0,21,21,21,0,0,0,0,0
1,10.0.2.107,66.7.109.101,80,tcp,418.969204,21,791,0,4.047619048,0.052128337,61.46390267,32.84713945,4690.224093,6312.958332,372.0952381,58.40199386,6,0,21,0,21,1,0,0,0,20,21,0,21,0,21,21,21,0,0,0,0,0
1,10.0.2.107,198.57.165.170,80,tcp,418.830006,15,606.0666667,23.02602879,4.066666667,0.1545486,76.81623507,37.99076926,7125.341269,9393.710383,426.7333333,58.96822104,6,0,15,0,15,0,0,0,0,15,15,0,15,0,15,15,15,0,0,0,0,0
1,10.0.2.107,50.63.173.7,80,tcp,418.031754,23,442.3913043,50.28718736,4.173913043,0.366833306,80.7560597,37.48901336,4621.487306,6777.564286,420.7391304,64.66114048,6.086956522,0.237764479,23,0,23,0,0,0,0,23,23,0,23,0,23,23,23,0,0,0,0,0
1,10.0.2.107,208.67.2.131,80,tcp,429.254157,19,448.8421053,22.84142351,5,0,0.827928158,0.272133196,5844.043667,5626.128001,454.7368421,52.23379928,5,0,19,0,19,19,0,0,0,0,19,0,19,0,19,19,19,0,0,0,0,0
1,10.0.2.107,91.121.39.244,25,tcp,423.526192,21,58,0,5,0,5.613067857,0.14151554,4785.760858,3941.421283,1024,0,5.238095238,0.286091883,21,0,21,21,0,0,0,0,21,0,21,0,21,21,21,0,0,0,0,0
1,10.0.2.107,217.160.20.200,25,tcp,424.546083,26,59.11538462,2.036080477,5,0.072649573,6.331067269,0.913250646,4094.440154,5649.858771,1024,0,5.307692308,0.38832139,26,0,26,26,0,0,0,1,26,0,26,0,26,25,26,0,0,0,0,0
1,10.0.2.107,65.17.196.120,25,tcp,426.198898,33,54.48484848,6.526932169,4.696969697,0.562666566,5.372518152,0.508941203,3209.831948,3772.967711,961.9393939,115.2341128,5,0.485562025,31,0,31,31,0,0,0,0,33,0,31,0,31,31,31,0,0,0,0,0
1,10.0.2.107,216.46.52.224,80,tcp,431.286985,20,485,0,5,0,0.4026355,0.066997269,5235.491811,5615.919868,356.8,60.76353117,5,0,20,0,20,20,0,0,0,0,20,0,20,0,20,20,20,0,0,0,0,0
1,10.0.2.107,213.186.33.87,80,tcp,404.569003,24,448.9166667,37.20393227,4.166666667,0.287247795,87.26538546,45.12499615,4594.539881,5722.2696,453,62.92795586,6,0.253978305,24,0,24,2,0,0,0,22,24,0,24,0,24,23,24,0,0,0,0,0
1,10.0.2.107,68.64.155.26,25,tcp,427.110149,37,58.78378378,1.148492822,5.027027027,0.039603201,5.873162919,0.382701661,2955.555852,3224.140663,1024,0,5.189189189,0.261557473,37,0,37,37,0,0,0,0,37,0,37,0,37,37,37,0,0,0,0,0
1,10.0.2.107,81.25.168.55,25,tcp,427.230038,43,58,0,5.023255814,0.074030976,5.57118214,0.121736155,2476.499751,2520.82204,1024,0,5.093023256,0.215202231,43,0,43,43,0,0,0,1,43,0,43,0,43,43,43,0,0,1,0,0
1,10.0.2.107,70.34.35.15,25,tcp,427.823209,26,58,0,5,0,5.644819192,0.220206642,3959.065526,3873.886974,1024,0,5.153846154,0.25099158,26,0,26,26,0,0,0,0,26,0,26,0,26,26,26,0,0,0,0,0
1,10.0.2.107,208.100.16.19,80,tcp,420.221151,14,1334,0,5,0,92.0242275,44.28571235,6663.973689,4910.544121,452.6428571,49.50734186,6.071428571,0.116778261,14,0,14,0,0,0,0,14,14,0,14,0,14,14,14,0,0,0,0,0
1,10.0.2.107,70.32.85.88,80,tcp,432.851302,20,11989.25,29.71540063,14.15,0.226983573,0.4950884,0.09716688,5493.356604,6781.765206,421.8,53.57230779,8.3,0.37015952,20,0,20,20,0,0,0,0,20,0,20,0,20,20,20,0,0,0,0,0
1,10.0.2.107,216.70.84.111,25,tcp,427.110433,24,58,0,5,0,5.699717667,0.253055944,4426.252714,3838.074601,1024,0,5.25,0.342669712,24,0,24,24,0,0,0,0,24,0,24,0,24,24,24,0,0,0,0,0
1,10.0.2.107,54.246.117.215,25,tcp,428.462735,32,58.90625,2.007921985,5.0625,0.138477378,5.58403425,0.099512917,3436.505203,4751.173732,1024,0,5.1875,0.246355702,32,0,32,32,0,0,0,1,32,0,32,0,32,32,32,0,0,1,0,0
1,10.0.2.107,201.235.253.13,25,tcp,428.723353,23,58,0,5,0,5.773087348,0.326705345,4662.509663,6051.368199,1024,0,5.217391304,0.315291534,23,0,23,23,0,0,0,0,23,0,23,0,23,23,23,0,0,0,0,0
1,10.0.2.107,82.144.228.150,25,tcp,429.283979,36,58.80555556,0.783179012,5.055555556,0.062090769,5.584624917,0.095907483,3047.910531,3714.894904,1024,0,5.194444444,0.250840303,36,0,36,36,0,0,0,1,36,0,36,0,36,36,36,0,0,1,0,0
1,10.0.2.107,213.207.134.115,80,tcp,404.087683,40,9328.3,12465.96932,15.575,20.61716361,39.83038928,50.01593832,2717.226744,4505.135648,135.825,161.4621713,11.025,12.16155212,14,0,14,2,0,0,0,12,40,0,14,0,14,13,14,0,0,0,0,0
1,10.0.2.107,64.120.223.4,25,tcp,429.94429,36,58,0,5,0,5.657502306,0.236849834,2880.255514,3480.270309,1024,0,5.138888889,0.203494418,36,0,36,36,0,0,0,0,36,0,36,0,36,36,36,0,0,0,0,0
1,10.0.2.107,77.93.220.207,25,tcp,430.495606,35,58.82857143,1.565771801,5.028571429,0.053992131,5.5807218,0.10771786,3134.207219,3318.394048,1024,0,5.085714286,0.134328034,35,0,35,35,0,0,0,0,35,0,35,0,35,35,35,0,0,0,0,0
1,10.0.2.107,78.46.10.21,25,tcp,427.550786,43,58,0,5,0,5.704427256,0.320442271,2505.659045,3552.55841,1024,0,5.186046512,0.283094001,43,0,43,43,0,0,0,0,43,0,43,0,43,43,43,0,0,0,0,0
1,10.0.2.107,74.208.205.203,80,tcp,436.06379,21,441.8571429,16.8305778,5,0,0.329922905,0.107734947,5287.758715,5216.807782,415.3333333,46.99716198,5,0,21,0,21,21,0,0,0,0,21,0,21,0,21,21,21,0,0,0,0,0
1,10.0.2.107,216.119.133.2,25,tcp,430.244527,35,57.17142857,2.711680875,4.885714286,0.19213294,5.710831,0.416919747,3061.850246,4550.398889,994.7428571,33.66458113,5.057142857,0.322283765,34,0,34,34,0,0,0,0,34,0,34,0,34,34,34,0,0,0,0,0
1,10.0.2.107,168.150.236.43,25,tcp,429.022859,29,60,4.694339341,5.103448276,0.204218033,5.79095769,0.416408166,3742.372602,5261.216449,1024,0,5.24137931,0.337189881,29,0,29,29,0,0,0,1,29,0,29,0,29,29,29,0,0,1,0,0
1,10.0.2.107,80.190.216.91,25,tcp,432.217845,38,58.76315789,0.743074792,5.026315789,0.025623269,5.717935263,0.234997108,2875.183383,3013.131551,1024,0,5.289473684,0.33856905,38,0,38,38,0,0,0,0,38,0,38,0,38,38,38,0,0,0,0,0
1,10.0.2.107,209.151.166.53,80,tcp,433.170173,23,522,0,4,0,81.26559552,42.63475856,4642.563662,5868.486619,393.3913043,60.86758979,6,0,23,0,23,0,0,0,0,23,23,0,23,0,23,23,23,0,0,0,0,0
1,10.0.2.107,67.227.166.233,80,tcp,432.379721,19,13715.10526,1685.767631,13.26315789,1.586226509,82.71142484,42.59808773,5904.138337,5266.326226,450.5263158,101.0348135,9.526315789,0.701963771,19,0,19,0,0,0,0,19,19,0,19,0,19,19,19,0,0,0,0,0
1,10.0.2.107,192.241.183.221,80,tcp,430.856699,24,594,0,4.125,0.251855883,73.74697325,41.04393551,4614.508676,7437.524063,370.9166667,53.1563035,6,0,24,0,24,0,0,0,0,24,24,0,24,0,24,24,24,0,0,0,0,0
1,10.0.2.107,61.160.224.233,80,tcp,424.246947,21,482.952381,33.68751505,4.142857143,0.255524685,69.03819486,41.85951125,5207.273977,6578.756159,406.8095238,64.86540958,6.095238095,0.14614974,21,0,21,0,0,0,0,21,21,0,21,0,21,21,21,0,0,0,0,0
1,10.0.2.107,77.235.50.231,25,tcp,433.131439,35,53.85714286,8.29657687,4.6,0.744357443,5.332996286,0.534924471,3022.116875,3089.727646,936.2285714,133.140425,4.828571429,0.564809731,32,0,32,32,0,0,0,2,34,0,32,0,32,31,32,0,0,1,0,0
1,10.0.2.107,5.77.47.182,25,tcp,433.499181,36,58.80555556,1.229937962,5.027777778,0.042411654,5.759028944,0.225871192,3045.08334,3995.888966,1024,0,5.388888889,0.355405739,36,0,36,36,0,0,0,0,36,0,36,0,36,36,36,0,0,0,0,0
1,10.0.2.107,109.74.245.101,25,tcp,434.133725,31,58.93548387,1.869355848,5,0,5.569026355,0.078088235,3299.206463,3767.777841,1024,0,5.225806452,0.313964318,31,0,31,31,0,0,0,1,31,0,31,0,31,30,31,0,0,0,0,0
1,10.0.2.107,173.231.1.84,25,tcp,433.399349,27,59.07407407,2.00045061,5.037037037,0.068981056,5.74908363,0.318079416,4043.394406,4599.309926,1024,0,5.185185185,0.246667367,27,0,27,27,0,0,0,0,27,0,27,0,27,27,27,0,0,0,0,0
1,10.0.2.107,212.58.2.28,80,tcp,440.451598,61,5266.655738,6609.080984,5.131147541,6.439782464,24.46661485,29.39441838,1705.43608,4561.84275,107.0491803,134.8833488,3.540983607,2.682308093,13,0,13,0,0,0,0,13,61,0,13,0,13,3,13,0,0,0,0,0
1,10.0.2.107,91.196.124.136,25,tcp,434.280367,39,56.51282051,1.869989128,4.897435897,0.208049739,5.640182205,0.300018271,2768.522675,4619.751114,997.7435897,33.01498047,5.153846154,0.375874026,38,0,38,38,0,0,0,1,38,0,38,0,38,38,38,0,0,1,0,0
1,10.0.2.107,70.34.33.172,25,tcp,435.341783,33,58,0,5,0,5.779563061,0.331252798,3213.132015,3810.626859,1024,0,5.151515152,0.246834241,33,0,33,33,0,0,0,0,33,0,33,0,33,33,33,0,0,0,0,0
1,10.0.2.107,141.101.116.112,25,tcp,435.762736,14,58,0,5,0,5.551575929,0.048252727,7152.218017,10725.77322,1024,0,5.071428571,0.100621799,14,0,14,14,0,0,0,0,14,0,14,0,14,14,14,0,0,0,0,0
1,10.0.2.107,107.23.77.188,25,tcp,435.822197,30,58,0,5,0,5.561204967,0.066440817,3644.027029,3683.500833,1024,0,5.033333333,0.071737666,30,0,30,30,0,0,0,0,30,0,30,0,30,30,30,0,0,0,0,0
1,10.0.2.107,184.173.14.138,25,tcp,436.373574,31,58,0,5,0,5.709744,0.260017525,3455.280698,3156.950176,1024,0,5.129032258,0.182693622,31,0,31,31,0,0,0,0,31,0,31,0,31,31,31,0,0,0,0,0
1,10.0.2.107,207.45.187.18,25,tcp,436.314626,27,53.7037037,5.041613485,4.62962963,0.434621852,5.336815889,0.507633062,4074.553238,3756.482818,948.1481481,89.01055533,4.888888889,0.500486194,25,0,25,25,0,0,0,0,27,0,25,0,25,25,25,0,0,0,0,0
1,10.0.2.107,206.217.198.123,25,tcp,436.79455,37,58.78378378,0.997829205,5,0,5.604771838,0.132398373,2950.507755,3279.817789,1024,0,5.135135135,0.158659278,37,0,37,37,0,0,0,0,37,0,37,0,37,37,37,0,0,0,0,0
1,10.0.2.107,69.174.53.242,25,tcp,438.337851,30,58,0,5,0,5.6061566,0.121291988,3604.404054,4135.689127,1024,0,5.166666667,0.24300918,30,0,30,30,0,0,0,0,30,0,30,0,30,30,30,0,0,0,0,0
1,10.0.2.107,80.96.62.14,80,tcp,397.449171,18,12578.55556,3009.457011,13.44444444,2.326293632,99.07406156,37.02799276,6263.994576,7165.105925,376.7222222,71.4205527,9.444444444,0.844670526,18,0,18,0,0,0,0,18,18,0,18,0,17,17,18,0,0,0,0,0
1,10.0.2.107,198.154.236.177,25,tcp,439.558292,21,55.23809524,3.320167775,4.761904762,0.28622136,5.525502048,0.278332633,5221.480501,6331.602135,975.2380952,58.61813451,4.952380952,0.370552948,20,0,20,20,0,0,0,0,20,0,20,0,20,20,20,0,0,0,0,0
1,10.0.2.107,192.254.145.240,25,tcp,439.618612,24,53.16666667,6.430016455,4.583333333,0.554311763,5.310850458,0.560830965,4560.491807,5986.760294,938.6666667,113.5230491,4.875,0.525473692,22,0,22,22,0,0,0,0,24,0,22,0,22,22,22,0,0,0,0,0
1,10.0.2.107,217.73.226.161,25,tcp,440.439626,28,59.03571429,5.667841471,4.928571429,0.301063049,5.663731321,0.43098207,3900.202509,4912.351452,987.4285714,37.82545497,4.964285714,0.262852252,27,0,27,27,0,0,0,0,27,0,27,0,27,27,27,0,0,0,0,0
1,10.0.2.107,195.128.188.2,25,tcp,440.249299,20,59.45,2.872555836,5.05,0.09905365,5.54300895,0.065452028,5256.475623,7282.343215,1024,0,5.15,0.268439809,20,0,20,20,0,0,0,0,20,0,20,0,20,20,20,0,0,0,0,0
1,10.0.2.107,195.56.55.116,25,tcp,440.679784,30,58,0,5,0,5.5668442,0.116914201,3498.503231,4968.664093,1024,0,5.1,0.099745592,30,0,30,30,0,0,0,0,30,0,30,0,30,30,30,0,0,0,0,0
1,10.0.2.107,46.29.88.202,25,tcp,441.190975,44,55.36363636,4.8590814,4.772727273,0.418886328,5.480880455,0.39857093,2463.807773,2870.518029,977.4545455,85.78791988,5,0.361270838,42,0,42,42,0,0,0,0,44,0,42,0,42,42,42,0,0,0,0,0
1,10.0.2.107,188.138.115.65,25,tcp,441.460744,22,58,0,5,0,5.553539318,0.06036482,4640.25467,5630.004993,1024,0,5.181818182,0.258717846,22,0,22,22,0,0,0,0,22,0,22,0,22,22,22,0,0,0,0,0
1,10.0.2.107,84.22.181.249,25,tcp,440.509463,32,58.90625,2.007921985,5.03125,0.069238689,6.086778469,0.74586362,3390.151478,4074.734565,1024,0,5.1875,0.24752598,32,0,32,32,0,0,0,0,32,0,32,0,32,32,32,0,0,0,0,0
1,10.0.2.107,74.119.145.101,25,tcp,442.291699,63,59.38095238,2.898410652,5.031746032,0.158006791,5.549681698,0.272295812,1722.046267,2428.493433,1024,0,5.19047619,0.337353543,63,0,63,62,0,0,0,1,63,0,63,0,63,62,63,0,0,1,0,0
1,10.0.2.107,195.226.228.4,25,tcp,441.541022,39,54.28205128,6.542031368,4.666666667,0.501096506,5.253215026,0.574224089,2561.920912,3319.532749,945.2307692,105.9491777,4.846153846,0.474835853,36,0,36,36,0,0,0,1,38,0,36,0,36,36,37,0,0,0,0,0
1,10.0.2.107,121.198.98.211,80,tcp,448.451401,108,0,0,0,0,1.500460648,1.459080243,993.2052879,2754.322343,0,0,1.5,0.486221045,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0
1,10.0.2.107,88.151.100.217,25,tcp,442.893973,22,58,0,4.954545455,0.049565546,5.791029955,0.401530747,4983.992015,7233.242668,1024,0,5.181818182,0.299465289,22,0,22,22,0,0,0,1,22,0,22,0,22,21,22,0,0,0,0,0
1,10.0.2.107,119.245.189.39,25,tcp,445.066453,25,58,0,5,0,5.93403044,0.425302068,4402.778254,5487.774376,1024,0,5.2,0.267085233,25,0,25,25,0,0,0,0,25,0,25,0,25,25,25,0,0,0,0,0
1,10.0.2.107,69.169.94.63,25,tcp,446.510539,29,59,1.361282561,5.034482759,0.046940778,5.596473862,0.095556539,3797.855436,3985.268943,1024,0,5.137931034,0.175141916,29,0,29,29,0,0,0,0,29,0,29,0,29,29,29,0,0,0,0,0
1,10.0.2.107,187.85.65.113,25,tcp,446.698233,28,58,0,5,0,5.799663714,0.330246474,3872.870982,4296.333395,1024,0,5.214285714,0.323168865,28,0,28,28,0,0,0,0,28,0,28,0,28,28,28,0,0,0,0,0
1,10.0.2.107,195.69.128.175,25,tcp,447.481073,26,58,0,5,0,5.656572808,0.154385029,3786.174885,3479.546174,1024,0,5.269230769,0.351344688,26,0,26,26,0,0,0,0,26,0,26,0,26,26,26,0,0,0,0,0
